id,value
id_85,23.906465077273577
id_86,10.046391127033408
id_87,7.73021355702653
id_88,7.768461763586985
id_89,9.305986025841822
id_90,13.607908989923468
id_91,12.279663543558899
id_92,14.64320938534659
id_93,20.87739323307768
id_94,23.196128667854396
id_95,26.39567872926343
id_96,39.133419223014386
id_97,35.40015959702546
id_98,28.54386507666866
id_99,21.60325937552285
id_100,41.42321493963485
id_101,33.52034114955228
id_102,23.99669511479953
id_103,11.460417012194137
id_104,18.289104742567954
id_105,27.683168294827553
id_106,17.200264453644685
id_107,21.318846286478916
id_108,16.033642247690764
id_109,4.02097463396847
id_110,2.821908052725794
id_111,11.4480763216054
id_112,16.89898771324767
id_113,15.431567517351358
id_114,14.21665688253018
id_115,19.75600113110896
id_116,21.296335106700415
id_117,21.90977002417017
id_118,24.55779505542922
id_119,19.68244001529377
id_120,19.5725559796182
id_121,24.728830858852277
id_122,26.130614545116263
id_123,28.437435008672125
id_124,23.042167440840963
id_125,27.1097241140083
id_126,22.067329799010086
id_127,22.89286866388455
id_128,31.5663816887499
id_129,43.92638044407721
id_130,40.154809585621344
id_131,11.678237370886295
id_132,12.687366554034579
id_133,8.902729210075385
id_134,22.863409986269424
id_135,17.00840721803626
id_136,17.031951719951813
id_137,19.525101959131334
id_138,26.77769040759089
id_139,17.247004051061097
id_140,29.01353596437041
id_141,29.302746471239807
id_142,26.632585037472925
id_143,10.457870585092838
id_144,11.712368706998717
id_145,15.191549308071448
id_146,19.918793770167774
id_147,26.245880631269177
id_148,27.013142743731283
id_149,17.351400619514134
id_150,2.7637351928416543
id_151,6.791848439279967
id_152,9.399916546990166
id_153,23.293071186023013
id_154,23.374738659107244
id_155,25.270927441254535
id_156,7.177757889345212
id_157,15.0004147615498
id_158,24.0734869251453
id_159,23.003281357660452
id_160,25.05073735883494
id_161,20.268805668302495
id_162,12.279261676243687
id_163,8.6696863805015
id_164,5.254159599642786
id_165,15.83697296197989
id_166,28.88016285741609
id_167,31.640233121195106
id_168,31.256876897409757
id_169,28.453884582211128
id_170,26.009499758686438
id_171,17.817716830084176
id_172,3.73515396690859
id_173,14.259509855360854
id_174,15.1003724660229
id_175,20.485621971285543
id_176,25.406010502279557
id_177,20.914632020958813
id_178,25.94135806678146
id_179,27.410913728021328
id_180,20.153958468533435
id_181,26.879086885317225
id_182,25.969881574161736
id_183,36.27437586518663
id_184,28.37361610453727
id_185,31.732113177197153
id_186,19.69326232617955
id_187,25.434157902648828
id_188,29.564557247029903
id_189,33.21054474030079
id_190,23.965153695516946
id_191,25.158152221999842
id_192,24.24973025798458
id_193,17.549492658579233
id_194,19.81525854363385
id_195,22.486289412676037
id_196,20.724216490686775
id_197,26.32084842115072
id_198,22.055963889731835
id_199,24.98445851185693
id_200,32.55249468097481
id_201,24.846284892529408
id_202,21.4953060962983
id_203,23.18827969286449
id_204,17.376036710038363
id_205,11.608413617638224
id_206,11.485473677764375
id_207,4.980552586335029
id_208,4.3150772010344465
id_209,18.47047806909463
id_210,17.70743338882871
id_211,16.630747922907485
id_212,13.799304870837403
id_213,18.273159972055822
id_214,17.562673561838245
id_215,22.362318527136384
id_216,15.363892424838028
id_217,16.91324601409942
id_218,19.53902024575796
id_219,26.047257057784762
id_220,24.233490716527676
id_221,28.92450872446564
id_222,21.25545895581718
id_223,15.805427940737948
id_224,20.21127776892932
id_225,19.7727251472407
id_226,25.27804573568052
id_227,17.31230392122441
id_228,20.768955876443293
id_229,19.0382683119733
id_230,15.067451320987232
id_231,16.9396081429528
id_232,29.5669668725132
id_233,22.64847706554911
id_234,24.280378936939385
id_235,19.399881640608868
id_236,30.099564735297434
id_237,39.40027079623038
id_238,33.91315730978468
id_239,26.880769469799468
id_240,34.052290462426924
id_241,18.415586221132184
id_242,8.45902185465284
id_243,13.844528107778142
id_244,16.038699203081777
id_245,30.931651216301713
id_246,32.917119298788094
id_247,23.425019644661308
id_248,44.94167015634278
id_249,42.73949118682798
id_250,30.585448186114284
id_251,27.40531591773402
id_252,31.75284177231054
id_253,24.281515194238736
id_254,24.852847839640212
id_255,29.5707627864789
id_256,34.96665769253259
id_257,24.567108495604423
id_258,24.665748310352257
id_259,16.881350135876993
id_260,15.6629416640282
id_261,24.292972804754644
id_262,31.436705306286598
id_263,27.92282804882759
id_264,30.873831640000684
id_265,19.463543102195906
id_266,12.239568509163998
id_267,15.339469250043624
id_268,15.92606330468871
id_269,21.1144871279598
id_270,17.19985058309515
id_271,23.169705147671994
id_272,21.022239922986053
id_273,38.39565535675768
id_274,34.186083867714856
id_275,33.905527246596556
id_276,21.974073968008828
id_277,23.433347597268984
id_278,26.48464234971606
id_279,31.16608040714779
id_280,31.648629374894995
id_281,28.94382021505645
id_282,32.764709440149986
id_283,24.848665629580466
id_284,39.42281301090677
id_285,38.38772506992904
id_286,29.44287060139634
id_287,35.16753213667417
id_288,20.17579740565245
id_289,19.267171408667007
id_290,20.459054590227247
id_291,16.168532589191564
id_292,16.629706168018163
id_293,7.104018557288696
id_294,9.89777575627848
id_295,13.365772048780492
id_296,10.277238734330654
id_297,13.675322943668084
id_298,11.260562410478057
id_299,7.3486114089846755
id_300,8.333403164576428
id_301,8.333209111196727
id_302,8.110686753214766
id_303,10.50170815501356
id_304,12.285376977826534
id_305,7.93063894241125
id_306,4.636395233919081
id_307,8.196085990629419
id_308,6.1126818671848575
id_309,3.4965135869632746
id_310,7.223374249583217
id_311,9.768741887115642
id_312,14.016297871001843
id_313,20.53856039537218
id_314,20.546173754573758
id_315,16.672340232034003
id_316,14.023149983681442
id_317,27.467706467269224
id_318,21.024015371495825
id_319,21.96132010638174
id_320,13.010182029889826
id_321,19.087368506717002
id_322,17.576137225868784
id_323,17.91128144465318
id_324,9.796163530848382
id_325,3.83688186823412
id_326,5.380238961886781
id_327,7.849078304105758
id_328,8.070211802640735
id_329,9.388397482570628
id_330,5.93293096514253
id_331,4.512802926980849
id_332,7.578834025216398
id_333,8.244609148698082
id_334,12.333494293211112
id_335,12.284487894473987
id_336,11.958735925926558
id_337,6.547649039728373
id_338,10.061169360512384
id_339,10.180213944188981
id_340,7.807977973866942
id_341,12.60727693917055
id_342,10.408205238787865
id_343,10.732672781905777
id_344,13.736510223792656
id_345,10.219358872749321
id_346,9.460202668233824
id_347,11.578615993737227
id_348,6.023722959753186
id_349,3.6709023540679553
id_350,7.621037089766766
id_351,8.070509543147393
id_352,7.2971047419365025
id_353,16.085128883439985
id_354,6.9540883606372
id_355,17.086750606762454
id_356,8.634257314086792
id_357,5.9804810591381505
id_358,8.070183674667799
id_359,4.91687407527298
id_360,5.488378733443443
id_361,7.445425063430355
id_362,7.527803859933663
id_363,2.2477353718959625
id_364,8.22563886074964
id_365,3.4935172503187664
id_366,8.54523886995753
id_367,7.13775967737688
id_368,5.316660362813449
id_369,4.148629121535716
id_370,4.719596534550278
id_371,8.763413078509814
id_372,4.188182746280106
id_373,10.195798239260608
id_374,3.976159243024652
id_375,5.741249237206947
id_376,5.0947238597893545
id_377,5.567829038481349
id_378,8.644663014110785
id_379,6.063221455007616
id_380,5.720554247682443
id_381,3.7477245524985987
id_382,14.223938419956536
id_383,9.765125061651833
id_384,7.6522425120541335
id_385,13.937597459343316
id_386,11.022819574452457
id_387,7.778306284457786
id_388,12.76771690603826
id_389,10.97127976875019
id_390,8.82101754071347
id_391,4.898863142391956
id_392,3.319028781921932
id_393,4.413996605629622
id_394,3.1663592869487722
id_395,9.778105467259001
id_396,7.481672389042181
id_397,8.094672864323972
id_398,11.150099809472382
id_399,10.965567769862162
id_400,9.889526254531111
id_401,12.973242829947335
id_402,7.088760057412036
id_403,9.160888837033392
id_404,6.590672683702602
id_405,7.848872769796286
id_406,9.718968412408758
id_407,8.39636942797769
id_408,21.205787935808804
id_409,8.966728495758144
id_410,5.071946432877042
id_411,4.628414989896001
id_412,8.247465728226604
id_413,6.756036155322023
id_414,5.080769574355402
id_415,14.805239779311858
id_416,4.29652442520285
id_417,7.079176330808941
id_418,7.4227616565580785
id_419,2.4731431222402724
id_420,6.88364010204189
id_421,8.079357772017271
id_422,7.9869833170021725
id_423,8.242042014530284
id_424,8.113197433290646
id_425,11.132784120290603
id_426,10.69385733584588
id_427,11.972145162237187
id_428,4.153847899057567
id_429,8.39280533243263
id_430,5.750282069849174
id_431,3.1672333797653716
id_432,9.858842732492326
id_433,7.7554513722253695
id_434,8.254650717815764
id_435,6.448346658539214
id_436,7.364480866150161
id_437,9.328601073954689
id_438,9.769463026336755
id_439,9.708489703891594
id_440,8.832941777743805
id_441,10.36600028475386
id_442,9.518015531591686
id_443,12.960728624427965
id_444,9.518363524097154
id_445,10.589667648606197
id_446,7.83338450886881
id_447,5.561561066598083
id_448,6.161939576203793
id_449,6.652328641741638
id_450,9.47278816131819
id_451,7.142432455934658
id_452,6.677903825042278
id_453,3.3619883069136645
id_454,5.862692609256951
id_455,5.345570389148234
id_456,11.948455471485698
id_457,7.065025848256625
id_458,5.795143848129758
id_459,9.388833849366886
id_460,12.654066436282568
id_461,10.336634368097592
id_462,10.14150421709712
id_463,6.668383246940912
id_464,10.844984132076327
id_465,3.608014331693477
id_466,12.642792378138289
id_467,6.9709916447376905
id_468,6.895565407639905
id_469,8.286864297103383
id_470,2.3312916205797647
id_471,2.5666724329724637
id_472,9.75248432486767
id_473,6.481730258539958
id_474,4.4191904588294255
id_475,3.6729464063985775
id_476,7.723306716229458
id_477,5.163363672966273
id_478,4.893158025500583
id_479,11.482618795172675
id_480,13.849787755235385
id_481,16.561480684535272
id_482,9.835856417972582
id_483,12.226316480359683
id_484,4.670413765567258
id_485,8.210340882566149
id_486,7.592935978450569
id_487,5.865907969920826
id_488,3.1144055335380427
id_489,4.711847825146628
id_490,10.133043824523211
id_491,6.111068674008623
id_492,4.869137304265614
id_493,7.926704634430694
id_494,6.851996971834651
id_495,11.459216210620173
id_496,6.7906111083966145
id_497,7.531731283509065
id_498,13.036397449152417
id_499,10.118528185265895
